ID	NAME	KR NAME	FACT	EP	TYPE	R	HP	SIZE	LIM	A	D	S	LV	PT	Ability	Flavor	Upgrade
110088	R. Scardel Pinot Noir	R.스카델 피노누아	Darklore	5	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, a random enemy Follower gets STA decreased by the Atk of the first allied Follower.	[I will not move until I have taken the blood from every one of you. This is our land.]	
110089	R. Moonlight Vampire	R.월야의 흡혈귀	Darklore	5	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, a random enemy Follower gets ATK/STA decreased by half the Turn Number (rounding down).	[See... Our thirst will be quenched by the blood of the corrupted.]	
110090	Child Penika	페니카어린이	Academy	5	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, a random allied Follower gets STA +3. If the Turn Number is even, that Follower also gets ATK +1.	[Who are you? I like people who give me yummy bamboo. Give it to me. I'll go with you if you give me bamboo.]	
110091	Child Ginger	진저어린이	Neutral	5	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, a random allied Follower gets ATK +2, and then is sent to the top of your Deck. If this happens, a random allied Follower gets ATK +2.	[Climax... I still don't understand. Do you get it?]	
110092	Child Nold	놀드어린이	Academy	5	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, if the Turn Number and number of cards in your Hand are both odd or both even, a random allied Follower with a SIZE of at least 2 gets SIZE -2 (to a minimum of 1).	[I like the people of this Royle Kingdom. I like the children of this country's future. I will protect them.]	
110093	Child Cannelle	카넬어린이	Academy	5	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, a random Follower in the enemy Hand gets SIZE =1/ATK =5/DEF = 0/STA =5.	[Stronger, more dignified. I need the power to rule. To become the leader of the Wind Clan.]	
110094	Child Vernika	베르니카어린이	Vita	5	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, the first card in your Hand is sent to the bottom of your Deck. If this happens, the first enemy Follower with the highest STA gets DEF decreased by half of the sent card's SIZE (by a maximum of 3, rounding up).	[The world of books is mysterious. The things in the world - how much more mysterious is the real world?]	
110095	Child Jaina	제이나어린이	Crux	5	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, a random enemy Follower gets ATK -1 and a random allied Follower gets ATK +2 .	[I don't really know the future. But I want to become a cool person. Like that girl over there?]	
110096	Child Rose	로제어린이	Academy	5	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, the first Academy Spell in your Hand with a SIZE less than the difference between 9 and your Field SIZE is sent to the first empty Slot in your Field. If this happens, a random enemy Follower gets ATK/STA decreased by the sent card's SIZE.	[I have one, I have one. I have a sister now. Her name is Cinia. I want to see her now. I want to become a good sister for her.]	
110097	Defender	감싸안는 자	Crux	5	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, your Character gets LIFE -1. If this happens, a random allied Follower gains gets ATK +2/DEF +2/STA +2.	[You came all the way here... You have a strong will. How was it? Was it hard? You can rest... It's alright.]	
110098	Child Gart	갓트어린이	Vita	5	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, if there are no Academy cards in your Hand and Field, a random allied Follower gets ATK +2/STA +1.	[Th... That Nold. She likes humans more than playing with me? All humans are boring! Hmph! Idiot!]	
110099	Child Laevateinn	레바틴어린이	Darklore	5	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, if there are at least two cards in your Hand with the same SIZE, those cards are sent to the bottom of your Deck. Your Character gets LIFE increased by half of the SIZE of the sent cards (by a maximum of 4, rounding up).	[I tempt humans, but I also rely on them to live. Humans... what are they?]	
110100	Child Sigma	시그마어린이	Crux	5	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, the first card in your Hand is sent to the bottom of your Deck. A random allied Follower gets ATK/STA increased by half of the sent card's SIZE (by a maximum of 4, rounding down).	[Hm? Alcohol? Ew! Humans drink that? It's weird.]	
110101	Embracing Shaman	포용의무녀	Crux	5	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, a random allied Follower gains gets ATK +2/DEF +2/STA +2.	[This is the world where humans and non-humans live together. That kind of division is unnecessary here. What are you looking for?]	
110102	Sleep Club Advisor	수면부 고문	Vita	6	Character	UC	20	-	0	-	-	-	1	3	At the start of the turn, a random allied Follower is deactivated and gets ATK +1/STA +1.	[I end up waking up every day and I have to stay alive by breathing and I'm used to always waking up by myself and breathing to live and I don't remember anymore.]	
110103	Angry Lady	앵그리 레이디	Academy	6	Character	UC	20	-	0	-	-	-	1	3	At the start of the turn, a random enemy Follower gets ATK/STA decreased by its DEF.	[Who's the student who beat Seven?]	
110104	Geography Teacher	지리학교사	Vita	6	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, the enemy card in Slot 3 is sent to the Grave.	[I take the road less traveled! It's my stage!]	
110105	Cook Club Advisor	요리연구부 고문	Vita	6	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, a random allied Follower gets SIZE +1/ATK +1/DEF +1/STA +2.	[The most important thing when cooking is your heart. Don't forget that.]	
110106	Health Teacher	보건교사	Crux	6	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, a random allied Follower gets STA +4.	[You have to protect your health~ So concentrate and listen in my class.]	
110107	Night Teacher	밤의교사	Vita	6	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, a random enemy Follower is moved to the next empty Slot on the enemy Field and gets STA decreased by its new Slot number. (If it is in Slot 5, it is moved to Slot 1.)	[She volunteered because she wanted something to do during her sleepless nights. The night is long.]	
110108	Lady Philia	레이디 필리아	Academy	6	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, the following effect is applied twice: "A random enemy Follower gets ATK/STA decreased by its DEF."	[I heard from Seven. You're supposed to be amazing? We'll see about that!]	
110109	Hannah Pathfinder	하나 패스파인더	Vita	6	Character	UC	40	-	0	-	-	-	1	3	At the begnining of the turn, the enemy card in Slot 2 is sent to the Grave.	[I never look back, so please watch my back.]	
110110	Anyte Annus	아나이트 애너스	Vita	6	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, two random allied Followers get SIZE +1/ATK +1/DEF +1/STA +2.	[After eating, cleaning up is also part of cooking! Clean up before leaving!]	
110111	Dispatched Teacher Riano	파견교사 리아노	Crux	6	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, a random allied Follower gets STA +4, then a random allied Follower gets STA +4.	[To live properly, you should always be prepared to handle anything that might happen to your bodies. As they say, it's better safe than sorry <3]	
110112	Rui Flett	루이 플레트	Vita	6	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, a random allied Follower is deactivated and gets ATK +3/STA +3.	[If I could only have that feeling of losing so much time after closing my eyes for a moment, I would cheer.]	
110113	Night Teacher Rui	밤의교사 루이	Vita	6	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, a random enemy Follower is moved to the next empty Slot on the enemy Field and gets ATK/STA decreased by its new Slot number.	[Unlike teaching during the day, this work doesn't require me to care about other people. The principal knows me well.]	
110114	Sita Vilosa	시타 빌로사	Vita	EX2	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, enemy Followers in Slots 2, 3, and 4 get STA -2, and a random enemy Follower gets STA -2.	[I will protect you, Vernika. Don't leave my side, Vernika.] [She spoke, but there was no response. It was a phenomenon of the closed picturesque world. -DTD]	
110115	Cinia Pacifica	시니아 퍼시피카	Academy	EX2	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, a random enemy Follower gets ATK -2/STA -2 if it has 0 or less DEF. Otherwise, it gets DEF -1/STA -2.	[I hate it. I can't trust anyone.] [Defense mechanisms were installed to elimnate trespassers. She couldn't speak, but she saw me and attacked. -DTD]	
110116	Luthica Preventer	루티카 프리벤터	Crux	EX2	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, a random allied Follower gets ATK +2/STA +2 if it has at least 1 DEF. Otherwise, it gets DEF +1/STA +2.	[I was betrayed...] [They weren't connected to the original world. These girls were just mirrored and fragmented existences. -DTD]	
110117	Iri Flina	아이리 플리나	Darklore	EX2	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, a random enemy Follower gets STA -5 if it has at least 10 STA. Otherwise, it gets ATK -1/DEF -1/STA -2.	[Vernika... Come back.] [I wasn't able to confirm any special link. I decided to begin destroying everything. -DTD]	
110118	Treanna	트리애나	Vita	EX2	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, all enemy Followers lose their skills.	[What is this thing... -DTD]	
110119	Penika	페니카	Academy	EX2	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, if the Turn Number is odd, a random enemy Follower's ATK/STA are halved (rounding up).	[Is this the result of the chaos phenomenon in the picturesque world? -DTD]	
110120	Sigma	시그마	Crux	EX2	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, the first card in your Hand is sent to the bottom of the Deck. A random allied Follower gets ATK/STA increased by the sent card's SIZE (by a maximum of 5).	[I was stunned to see existences like these. -DTD]	
110121	Aka Flina	아카플리나	Darklore	EX2	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, a random allied Follower gets ATK/STA increased by half the difference between your Character's LIFE and the enemy Character's LIFE (rounding up, by a maximum  of 5).	[... I don't even know what to say. -DTD]	
110122	3rd Witness DTD	제 3목격자 DTD	Neutral	EX2	Character	UC	20	-	0	-	-	-	1	3	At the start of the turn, all cards on the enemy Field are sent to the bottom of the enemy Deck.	[This is a warning. According to the guidelines that we, the space time police, have set, this world must be destroyed.]	
110123	World Destroyer DTD	세계의 파괴자 DTD	Neutral	EX2	Character	UC	40	-	0	-	-	-	1	3	At the start of the turn, all cards in the enemy Hand/Field are sent to the bottom of the enemy Deck. A random allied Follower gets ATK/STA increased by the number of sent cards.	[This world is melancholic. It would be nice if no harm came to the world's creator, but there's no other way.]	
110124	Winged Seeker	주익의 탐구자	Neutral	EX2	Character	UC	20	-	0	-	-	-	1	3	At the start of the turn, enemy Followers whose Slot number and SIZE are either both odd or both even get ATK -1/STA -1.	[How dull... Nothing is happening, so this place is boring, too.]	
110125	Nytitch	나이티치	Darklore	EX2	Character	UC	20	-	0	-	-	-	1	3	At the start of the turn, your Character gets LIFE -1 and the enemy Character gets LIFE -2.	[It's the SUN! It's SUMMER! It's the SEA!]	
110126	Tactician Ellie	전술가 엘리	Crux	EX2	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, a random Follower in the enemy Hand is sent to the bottom of your Deck.	[When I see the sea, I get a fresh feeling in my heart.]	
110127	Master Cleaning Maid	청소담당 메이드	Academy	EX2	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, the first two cards in the enemy Hand are moved to the first empty Slots of your Field or the enemy Field (50% chance).	[Everyone has those times when you suddenly can't take another step through your everyday life.]	
110128	Scardel Pinot Noir	스카델 피노누아	Darklore	EX2	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, a random enemy Follower gets STA decreased by the SIZE of the first allied Follower.	[I'm taking a break. It doesn't matter how you do it, but rest is important.]	
110129	Night Teacher	밤의교사	Vita	EX2	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, a random enemy Follower is moved to the next empty Slot on the enemy Field and gets STA decreased by its new Slot number. (If it is in Slot 5, it is moved to Slot 1.)	[The darkness of night hides the truth. History is made during the night.]	
110130	Kana. DTD	카나.DTD	Neutral	EX2	Character	UC	30	-	0	-	-	-	1	3	At the start of the turn, all cards on the enemy Field are sent to the bottom of the enemy Deck.	[I still haven't determined what kind of influence this world has, so I'm postponing my operations for now.]	
